"","MSSubClass","MSZoning","LotArea","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice"
"394",1,1,7446,1,1,1,1,2,1,1,3,1,4,5,1941,1950,1,1,1,2,2,1,1,1,2,266,1,0,522,788,2,2,2,788,0,0,788,0,1,0,2,1,2,4,2,2,1,NA,1,0,0,1,1,2,0,0,0,0,0,0,0,1,2006,100000
"395",2,1,10134,1,1,1,1,2,1,1,3,1,5,6,1940,1950,1,1,1,2,2,1,1,1,1,0,1,0,735,735,2,2,2,735,299,0,1034,0,1,0,2,1,2,5,2,0,2,1940,1,1,240,2,2,2,0,39,0,0,0,0,0,1,2007,109000
"396",2,1,9571,1,1,1,1,2,1,1,3,1,5,6,1956,1956,1,1,1,2,2,1,1,2,2,739,1,0,405,1144,2,2,2,1144,0,0,1144,0,1,0,3,1,2,6,2,0,2,1956,1,1,596,2,2,2,44,0,0,0,0,0,0,1,2010,129000
"397",2,1,7200,0,1,1,1,2,1,1,3,1,5,5,1972,1972,1,1,1,2,2,1,1,2,2,777,1,0,117,894,2,2,2,894,0,0,894,0,1,0,2,1,2,6,2,0,2,1985,2,2,600,2,2,2,215,0,0,0,0,0,0,1,2009,123000
"398",2,1,7590,1,1,1,1,2,2,1,3,2,5,5,1962,1962,2,2,2,2,2,1,1,1,2,540,1,0,324,864,2,2,2,876,936,0,1812,0,2,0,4,1,2,8,2,1,2,1962,2,1,264,2,2,2,0,168,0,0,0,0,0,1,2007,169500
"399",1,1,8967,1,1,1,1,2,1,1,3,1,5,2,1920,1950,1,1,1,2,2,1,1,1,1,0,1,0,961,961,2,2,2,1077,0,0,1077,0,1,0,2,1,2,6,2,0,2,1920,1,1,338,1,1,1,0,0,0,0,0,0,0,1,2007,67000
"400",2,0,8125,1,1,1,1,2,1,1,3,2,7,5,2006,2007,1,1,2,2,2,2,1,1,2,812,1,0,280,1092,2,2,2,1112,438,0,1550,0,2,0,2,1,2,7,2,0,2,2007,2,2,438,2,2,2,0,168,0,0,0,0,0,1,2009,241000
"401",2,1,14963,1,1,1,1,2,1,1,2,1,8,5,1996,1996,2,2,1,2,2,2,1,1,2,786,1,0,474,1260,2,2,2,1288,0,0,1288,0,1,1,1,1,2,4,2,2,2,1996,2,2,500,2,2,2,120,30,0,0,224,0,0,1,2008,245500
"402",2,1,8767,1,1,1,1,2,1,1,3,1,7,5,2005,2005,2,2,1,2,2,2,1,2,2,24,1,0,1286,1310,2,2,2,1310,0,0,1310,0,2,0,3,1,2,6,2,1,2,2005,2,2,400,2,2,2,0,0,0,0,0,0,0,1,2006,164990
"403",1,1,10200,1,1,1,1,2,1,1,3,1,5,8,1940,1997,1,1,1,2,2,1,1,1,1,0,1,0,672,672,2,2,2,672,0,0,672,0,1,0,2,1,2,4,2,0,2,1940,1,1,240,2,2,1,168,0,0,0,0,0,0,1,2008,108000
"404",2,1,12090,1,1,1,1,2,1,1,3,2,8,5,1998,1998,2,2,2,2,2,2,1,1,1,0,1,0,1141,1141,2,2,2,1165,1098,0,2263,0,2,1,4,1,2,10,2,1,2,1998,2,2,420,2,2,2,144,123,0,0,0,0,0,1,2006,258000
"405",2,1,10364,1,1,1,1,2,1,1,3,2,6,5,1995,1996,1,1,1,2,2,2,1,1,1,0,1,0,806,806,2,2,2,806,766,0,1572,0,2,1,3,1,2,7,2,1,2,1995,2,2,373,2,2,2,0,40,0,0,0,0,0,1,2007,168000
"406",2,1,9991,1,1,1,1,2,1,1,3,1,4,4,1976,1993,2,2,1,2,2,1,1,1,2,1116,1,0,165,1281,2,2,2,1620,0,0,1620,0,2,0,3,1,2,8,2,1,2,1993,1,2,490,2,2,2,120,78,0,0,0,0,0,1,2009,150000
"407",2,1,10480,1,1,1,1,2,1,1,3,1,6,5,1936,1950,1,1,1,2,2,1,1,1,1,0,1,0,1064,1064,2,2,2,1166,0,473,1639,0,1,0,3,1,2,6,2,0,2,1936,1,1,240,2,2,2,0,0,0,0,0,0,0,1,2008,115000
"408",1,1,15576,1,1,1,1,2,1,1,3,2,6,7,1915,1976,1,2,1,2,2,2,1,1,1,0,1,0,840,840,2,2,2,840,840,0,1680,0,2,0,4,1,2,8,2,0,2,1960,1,1,308,2,2,2,0,0,160,0,0,0,0,1,2008,177000
"409",2,1,14154,1,1,1,1,2,1,1,3,2,7,5,2006,2006,2,2,2,2,2,2,2,1,1,0,1,0,1063,1063,2,2,2,1071,1101,0,2172,0,2,1,3,1,2,9,2,1,2,2006,2,3,947,2,2,2,192,62,0,0,0,0,0,1,2007,280000
"410",2,0,10800,1,1,1,1,2,1,1,3,2,8,5,2007,2008,2,2,2,2,2,2,1,1,2,789,1,0,245,1034,2,2,2,1050,1028,0,2078,0,2,1,3,1,2,8,2,1,2,2008,2,3,836,2,2,2,0,102,0,0,0,0,0,1,2008,339750
"411",2,1,9571,1,1,1,1,2,1,1,3,1,5,3,1958,1958,2,2,1,2,2,1,1,1,1,0,1,0,1276,1276,2,2,2,1276,0,0,1276,0,1,0,3,1,2,5,2,0,2,1958,1,1,350,2,2,2,0,0,0,0,0,0,0,1,2009,60000
"412",2,1,34650,1,1,1,1,2,1,1,2,1,5,5,1955,1955,1,1,1,2,2,1,1,2,2,1056,1,0,0,1056,2,2,1,1056,0,0,1056,0,1,0,3,1,2,5,2,0,2,1955,2,2,572,2,2,2,264,0,0,0,0,0,0,1,2006,145000
"413",2,0,4403,1,1,1,1,2,1,1,3,1,7,5,2009,2009,1,1,2,3,2,2,1,2,2,578,1,0,892,1470,2,2,2,1478,0,0,1478,0,2,1,2,1,2,7,2,1,2,2009,2,2,484,2,2,2,0,144,0,0,0,0,0,1,2010,222000
"414",1,1,8960,1,1,1,1,2,1,1,3,1,5,6,1927,1950,1,1,1,2,2,1,1,1,1,0,1,0,1008,1008,2,2,2,1028,0,0,1028,0,1,0,2,1,2,5,2,1,2,1927,1,2,360,2,2,2,0,0,130,0,0,0,0,1,2010,115000
"415",2,1,11228,1,1,2,1,2,1,1,3,2,7,5,1993,1993,2,2,1,2,2,2,1,1,2,50,2,531,499,1080,2,2,2,1080,1017,0,2097,1,2,1,3,1,2,9,2,1,2,1993,1,3,678,2,2,2,196,187,0,0,0,0,0,1,2008,228000
"416",2,1,8899,1,1,1,1,2,1,1,3,1,7,5,2007,2007,2,2,1,2,2,2,1,2,2,24,1,0,1316,1340,2,2,2,1340,0,0,1340,0,2,0,3,1,2,6,2,0,2,2007,2,2,396,2,2,2,100,30,0,0,0,0,0,1,2007,181134
"417",2,1,7844,1,1,1,1,2,1,1,3,2,6,7,1978,1978,1,1,2,2,2,1,1,1,2,209,1,0,463,672,2,2,2,672,728,0,1400,0,1,1,3,1,2,6,2,1,2,1978,2,2,440,2,2,2,0,0,0,0,0,0,0,1,2006,149500
"418",1,1,22420,1,1,1,1,2,1,1,3,2,6,6,1918,1950,1,2,1,2,2,2,1,1,2,1128,1,0,242,1370,2,2,1,1370,1254,0,2624,0,2,1,4,1,2,10,2,1,2,1918,1,3,864,2,2,1,0,0,0,0,0,0,0,1,2007,239000
"419",2,1,8160,1,1,1,1,2,1,1,3,1,5,6,1940,1950,1,1,1,2,2,1,1,1,2,312,1,0,444,756,2,2,1,756,378,0,1134,0,1,1,3,1,2,7,2,0,2,1940,1,1,240,2,2,1,0,0,0,0,0,0,0,1,2007,126000
"420",2,1,8450,1,1,1,1,2,1,1,3,1,5,6,1968,1968,2,2,1,2,2,1,1,1,2,775,1,0,281,1056,2,2,2,1056,0,0,1056,0,1,0,3,1,2,6,2,1,2,1968,1,1,304,2,2,2,0,85,184,0,0,0,0,1,2010,142000
"421",2,1,7060,1,1,1,1,2,1,1,2,1,7,5,1997,1998,2,2,2,2,2,2,2,3,2,1309,1,0,35,1344,2,2,2,1344,0,0,1344,0,2,0,2,2,2,8,2,0,2,1997,2,4,784,2,2,2,0,0,0,0,0,0,0,1,2008,206300
"422",2,1,16635,1,1,1,1,2,1,1,3,1,6,7,1977,2000,1,1,2,2,2,2,1,1,2,1246,1,0,356,1602,2,2,2,1602,0,0,1602,1,2,0,3,1,2,8,2,1,2,1977,2,2,529,2,2,2,240,0,0,0,0,0,0,1,2009,215000
"423",2,1,21750,1,1,1,1,2,1,1,3,1,5,5,1954,1954,1,1,1,2,2,1,1,1,1,0,1,0,988,988,2,2,2,988,0,0,988,0,1,0,2,1,2,4,2,0,2,1954,2,2,520,2,2,1,0,0,0,0,0,0,0,1,2008,113000
"424",2,1,9200,1,1,1,1,2,1,1,3,2,8,5,1998,1998,2,2,2,2,2,2,1,1,2,986,1,0,484,1470,2,2,2,1470,1160,0,2630,0,2,1,4,1,2,8,2,1,2,1998,2,3,696,2,2,2,0,66,0,0,0,0,0,1,2008,315000
"425",2,1,9000,1,1,1,1,2,1,1,3,1,6,5,1956,1956,1,1,2,2,2,2,1,1,1,616,1,0,580,1196,2,2,2,1196,0,0,1196,0,1,0,2,1,2,6,2,1,2,1956,2,1,297,2,2,2,0,44,0,0,0,0,0,1,2008,139000
"426",2,1,3378,1,1,1,1,2,1,1,3,2,7,8,1946,1992,1,1,1,2,2,1,1,1,1,0,1,0,651,651,2,2,2,707,682,0,1389,0,1,1,3,1,2,6,2,2,2,1947,1,1,240,2,2,1,0,0,126,0,0,0,0,1,2009,135000
"427",2,1,12800,0,1,1,1,2,1,1,3,1,7,5,1989,1989,1,1,2,2,2,2,1,3,2,1518,1,0,0,1518,2,2,2,1644,0,0,1644,1,2,0,2,1,2,5,2,1,2,1989,2,2,569,2,2,2,80,0,0,0,396,0,0,1,2009,275000
"428",2,1,8593,1,1,1,1,2,1,1,3,1,4,6,1957,1957,1,1,1,2,2,1,1,1,2,288,1,0,619,907,2,2,2,907,0,0,907,0,1,0,3,1,2,5,2,0,2,1964,1,1,352,2,2,2,0,0,0,0,0,0,0,1,2008,109008
"429",2,1,6762,1,1,1,1,2,1,1,3,1,7,5,2007,2007,2,2,2,2,2,2,1,1,2,664,1,0,544,1208,2,2,2,1208,0,0,1208,0,2,0,2,1,2,6,2,0,2,2007,2,2,628,2,2,2,105,54,0,0,0,0,0,1,2007,195400
"430",2,1,11457,1,1,1,1,2,1,1,3,1,6,5,1988,1988,1,1,1,2,2,2,1,2,2,1005,1,0,387,1392,2,2,2,1412,0,0,1412,0,2,0,3,1,2,6,2,1,2,1988,1,2,576,2,2,2,0,0,169,0,0,0,0,1,2009,175000
"431",2,1,1680,1,1,1,1,2,1,1,1,2,6,5,1971,1971,1,1,2,2,2,1,1,1,2,387,1,0,96,483,2,2,2,483,504,0,987,0,1,1,2,1,2,4,2,0,2,1971,1,1,264,2,2,2,0,0,0,0,0,0,0,1,2008,85400
"432",2,1,5586,1,1,1,1,2,1,1,3,1,6,7,1920,1998,1,1,1,2,2,1,1,1,1,0,1,0,901,901,2,2,2,1088,110,0,1198,0,1,0,4,1,2,7,2,0,1,NA,1,0,0,1,1,1,0,98,0,0,0,0,0,1,2008,79900
"433",2,1,1920,1,1,1,1,2,1,1,2,2,5,5,1971,1971,1,1,2,2,2,1,1,1,2,471,1,0,294,765,2,2,2,765,600,0,1365,0,1,1,2,1,2,6,2,0,2,1971,1,2,440,2,2,2,240,36,0,0,0,0,0,1,2007,122500
"434",2,1,10839,1,1,1,1,2,1,1,3,2,6,5,1997,1998,2,2,1,2,2,2,1,1,1,0,1,0,926,926,2,2,2,926,678,0,1604,0,2,1,3,1,2,7,2,1,2,1997,2,2,470,2,2,2,0,36,0,0,0,0,0,1,2008,181000
"435",2,1,1890,1,1,1,1,2,1,1,1,1,4,7,1972,1972,1,1,1,2,2,2,1,2,2,495,1,0,135,630,2,2,2,630,0,0,630,0,1,0,1,1,2,3,2,0,1,NA,1,0,0,1,1,2,88,0,0,0,0,0,0,1,2008,81000
"436",2,1,10667,1,1,2,1,2,2,1,3,2,7,6,1996,1996,2,2,1,2,2,2,1,2,2,385,2,344,70,799,2,2,2,827,834,0,1661,0,2,1,3,1,2,6,2,1,2,1996,2,2,550,2,2,2,158,61,0,0,0,0,0,1,2009,212000
"437",2,1,4400,1,1,1,1,2,1,1,3,1,6,8,1920,1950,2,2,1,2,2,1,1,1,1,0,1,0,648,648,2,2,2,734,384,0,1118,0,1,0,2,1,2,6,2,0,2,1990,1,2,440,2,2,2,0,0,0,0,0,0,0,1,2006,116000
"438",2,1,6000,1,1,1,1,2,1,1,3,1,6,7,1926,2004,1,1,1,2,2,1,1,1,1,0,1,0,884,884,2,2,2,904,0,0,904,0,1,0,2,1,2,4,2,0,2,1926,1,1,180,2,2,2,0,0,105,0,0,0,0,1,2009,119000
"439",1,1,4280,1,1,1,1,2,1,1,3,1,5,6,1913,2002,1,2,1,2,2,1,1,1,1,365,1,0,75,440,2,2,1,694,0,0,694,0,1,0,2,1,2,4,2,1,2,1990,1,1,352,2,2,1,0,0,34,0,0,0,0,1,2007,90350
"440",2,1,12354,1,1,1,1,2,1,1,3,1,6,8,1920,2000,1,1,1,2,2,1,1,2,1,0,1,0,684,684,2,2,2,684,512,0,1196,0,1,0,3,1,2,7,2,0,2,2005,1,2,528,2,2,2,0,46,0,0,0,0,800,1,2009,110000
"441",2,1,15431,1,1,1,1,2,1,1,3,1,10,5,2008,2008,2,2,2,3,2,2,1,3,2,1767,2,539,788,3094,2,2,2,2402,0,0,2402,0,2,0,2,1,2,10,2,2,2,2008,2,3,672,2,2,2,0,72,0,0,170,0,0,1,2009,555000
"442",2,1,12108,1,1,1,1,2,1,1,2,1,4,4,1955,1955,2,2,2,2,2,1,1,1,2,133,1,0,1307,1440,2,2,1,1440,0,0,1440,0,2,0,4,2,1,8,2,0,1,NA,1,0,0,1,1,2,0,0,0,0,0,0,0,1,2008,118000
"443",2,1,6240,1,1,1,1,2,1,1,3,1,5,7,1930,1992,1,1,1,2,2,1,1,1,1,0,1,0,1078,1078,2,2,2,1128,445,0,1573,0,2,0,3,1,2,8,2,1,2,1930,1,2,360,2,2,1,0,0,0,0,0,0,0,1,2008,162900
"444",2,1,3922,1,1,1,1,2,1,1,2,1,7,5,2006,2007,1,1,2,2,2,2,1,2,1,0,1,0,1258,1258,2,2,2,1258,0,0,1258,0,2,0,2,1,2,6,2,1,2,2007,2,3,648,2,2,2,144,16,0,0,0,0,0,1,2007,172500
"445",2,1,8750,1,1,1,1,2,1,1,3,2,7,5,1994,1995,2,2,1,2,2,2,1,1,2,642,1,0,273,915,2,2,2,933,975,0,1908,0,2,1,4,1,2,8,2,1,2,1994,1,2,493,2,2,2,144,133,0,0,0,0,0,1,2008,210000
"446",2,1,9855,1,1,1,1,2,1,1,3,1,6,5,1956,1956,1,1,1,2,2,1,1,1,1,0,1,0,1436,1436,2,2,2,1689,0,0,1689,0,1,0,3,1,2,7,2,1,2,1956,1,2,480,2,2,2,0,0,0,0,0,0,0,1,2009,127500
"447",2,1,16492,1,1,1,1,2,2,1,3,1,6,6,1966,2002,2,2,1,2,2,1,1,1,2,247,2,713,557,1517,2,2,2,1888,0,0,1888,0,2,1,2,1,2,6,2,1,2,1966,2,2,578,2,2,2,0,0,0,0,0,0,0,1,2010,190000
"448",2,1,11214,1,1,1,1,2,1,1,3,2,7,5,1998,1999,2,2,1,2,2,2,1,1,1,0,1,0,930,930,2,2,2,956,930,0,1886,0,2,1,4,1,2,10,2,1,2,1998,2,2,431,2,2,2,89,0,0,0,0,0,0,1,2006,199900
"449",2,1,8600,1,1,1,1,2,1,1,3,1,6,6,1937,1950,1,1,1,2,2,1,1,1,1,0,1,0,780,780,2,2,2,780,596,0,1376,0,2,0,3,1,2,7,2,1,2,1937,1,1,198,2,2,1,0,0,0,0,0,0,0,1,2006,119500
"450",2,1,6000,1,1,1,1,2,1,1,3,1,3,7,1948,2002,1,1,1,2,2,1,1,1,2,331,1,0,318,649,2,2,2,679,504,0,1183,0,1,1,2,1,2,6,2,0,2,1981,1,1,308,2,2,2,0,176,0,0,0,0,0,1,2007,120000
"451",1,1,5684,1,1,1,1,2,1,1,3,1,6,8,1930,2005,1,1,1,2,2,1,1,1,1,0,1,0,813,813,2,2,2,813,0,0,813,0,1,0,2,1,2,5,2,0,2,1932,1,1,270,2,2,1,0,113,0,0,0,0,0,1,2006,110000
"452",2,1,70761,0,1,1,1,2,1,1,3,1,7,5,1975,1975,2,2,1,2,2,2,1,3,2,655,1,0,878,1533,2,2,2,1533,0,0,1533,0,2,0,2,1,2,5,2,2,2,1975,1,2,576,2,2,2,200,54,0,0,0,0,0,1,2006,280000
"453",2,1,9303,1,1,1,1,2,1,1,3,2,6,5,1996,1997,2,2,2,2,2,2,1,1,2,742,1,0,130,872,2,2,2,888,868,0,1756,0,2,1,3,1,2,7,2,0,2,1996,2,2,422,2,2,2,144,122,0,0,0,0,0,1,2007,204000
"454",2,0,9000,1,1,1,1,2,1,1,3,2,8,5,2008,2008,2,2,1,2,2,2,1,1,1,0,1,0,768,768,2,2,2,786,804,0,1590,0,2,1,3,1,2,6,2,0,2,2008,2,2,676,2,2,2,0,30,0,0,0,0,0,1,2009,210000
"455",2,1,9297,1,1,1,1,2,1,1,2,1,5,5,1976,1976,2,2,1,2,2,1,1,1,2,1606,1,0,122,1728,2,2,2,1728,0,0,1728,0,2,0,4,2,2,8,2,0,2,1976,1,2,560,2,2,2,0,0,0,0,0,0,0,1,2006,188000
"456",2,1,9600,1,1,1,1,2,1,1,3,1,7,6,1973,1973,1,1,2,2,2,1,1,1,2,916,1,0,326,1242,2,2,2,1242,0,0,1242,0,1,1,3,1,2,6,2,1,2,1973,1,2,528,2,2,2,0,0,0,0,0,0,0,1,2007,175500
"457",1,1,4571,1,1,1,1,2,1,1,3,2,5,5,1916,1950,2,2,1,2,2,1,1,1,1,0,1,0,624,624,2,2,1,624,720,0,1344,0,1,0,4,1,2,7,2,0,2,1916,1,3,513,2,2,2,0,0,96,0,0,0,0,1,2008,98000
"458",2,1,53227,0,1,2,1,2,1,1,3,1,4,6,1954,1994,2,2,1,2,2,2,1,3,2,1116,1,0,248,1364,2,2,2,1663,0,0,1663,0,1,0,2,1,2,6,2,2,2,1954,2,2,529,2,2,2,224,137,0,0,0,0,0,1,2008,256000
"459",1,1,5100,1,1,1,1,2,1,1,3,2,8,7,1925,1996,2,1,1,2,2,1,1,1,1,0,1,0,588,588,2,2,2,833,833,0,1666,0,1,0,3,1,2,7,2,1,2,1925,1,1,228,2,2,2,192,63,0,0,0,0,0,1,2008,161000
"460",2,1,7015,1,1,1,1,2,1,1,3,1,5,4,1950,1950,1,1,2,2,2,1,1,1,1,185,1,0,524,709,2,2,2,979,224,0,1203,0,1,0,3,1,2,5,2,1,2,1950,1,1,352,2,2,2,0,0,248,0,0,0,0,1,2009,110000
"461",2,0,8004,1,1,1,1,2,0,1,3,2,8,5,2009,2009,2,2,2,2,2,2,1,1,2,544,1,0,288,832,2,2,2,832,1103,0,1935,0,2,1,3,1,2,8,2,0,2,2009,2,2,552,2,2,2,0,150,0,0,0,0,0,1,2009,263435
"462",1,1,7200,1,1,1,1,2,1,1,3,2,7,9,1936,2007,1,1,1,2,2,2,2,1,2,350,2,210,0,560,2,2,2,575,560,0,1135,0,1,0,3,1,2,6,2,0,2,1971,2,2,576,2,2,2,256,0,0,0,0,0,0,1,2009,155000
"463",2,1,8281,1,1,1,1,2,1,1,3,1,5,5,1965,1965,1,1,1,2,2,1,1,1,2,553,2,311,0,864,2,2,2,864,0,0,864,0,1,0,3,1,2,5,2,1,2,1965,1,1,360,2,2,2,0,0,236,0,0,0,0,1,2009,62383
"464",1,1,11988,1,1,1,1,2,1,1,3,2,6,7,1934,1995,2,2,1,2,2,1,1,1,1,326,1,0,389,715,2,2,2,849,811,0,1660,0,1,1,3,1,2,6,2,1,2,1939,1,1,240,2,2,2,0,0,0,0,0,0,0,1,2008,188700
"465",2,1,8430,1,1,1,1,2,1,1,3,1,5,5,1978,1978,1,1,2,2,2,2,1,1,2,616,1,0,424,1040,2,2,2,1040,0,0,1040,0,2,0,3,1,2,5,2,0,1,NA,1,0,0,1,1,2,0,0,0,0,0,0,0,1,2009,124000
"466",2,1,3072,1,1,1,1,2,1,1,2,1,7,5,2004,2004,2,2,2,2,2,2,1,1,1,0,1,0,1375,1375,2,2,2,1414,0,0,1414,0,2,0,2,1,2,6,2,1,2,2004,2,2,398,2,2,2,144,20,0,0,0,0,0,1,2006,178740
"467",2,1,10628,1,1,1,1,2,1,1,3,1,7,5,1970,1970,2,2,1,2,2,1,2,3,2,778,1,0,499,1277,2,2,2,1277,0,0,1277,0,1,0,2,1,2,5,2,1,2,1970,1,2,526,2,2,2,0,0,0,0,176,0,0,1,2007,167000
"468",1,1,9480,1,1,1,1,2,1,1,3,2,5,7,1942,1995,1,1,2,2,2,1,1,1,1,386,1,0,342,728,2,2,2,888,756,0,1644,0,1,1,3,1,2,7,2,2,2,1942,1,1,312,2,2,2,168,0,0,0,0,0,0,1,2007,146500
"469",2,1,11428,1,1,1,1,2,1,1,3,1,8,5,2006,2006,2,2,2,2,2,2,1,1,1,0,1,0,1626,1626,2,2,2,1634,0,0,1634,0,2,0,3,1,2,7,2,1,2,2006,2,3,866,2,2,2,0,44,0,0,0,0,0,1,2007,250000
"470",2,1,9291,1,1,1,1,2,0,1,3,2,6,5,1993,1993,1,1,2,2,2,2,1,1,2,426,1,0,406,832,2,2,2,832,878,0,1710,0,2,1,3,1,2,7,2,0,2,1993,2,2,506,2,2,2,144,70,0,0,0,0,0,1,2008,187000
"471",2,1,6820,1,1,1,1,2,1,1,2,1,8,5,1985,1985,1,1,1,2,2,2,1,2,2,368,2,1120,0,1488,2,2,2,1502,0,0,1502,0,1,1,1,1,2,4,2,0,2,1985,2,2,528,2,2,2,0,54,0,0,140,0,0,1,2010,212000
"472",2,1,11952,1,1,1,1,2,2,1,3,2,7,6,1977,1977,1,2,1,2,2,2,1,1,1,0,1,0,808,808,2,2,2,1161,808,0,1969,0,2,1,3,1,2,8,2,1,2,1977,2,2,534,2,2,2,0,0,0,0,276,0,0,1,2007,190000
"473",2,1,3675,1,1,1,1,2,1,1,2,1,6,5,2005,2005,2,2,2,2,2,2,1,3,2,459,1,0,88,547,2,2,2,1072,0,0,1072,0,1,0,2,1,2,5,2,0,2,2005,2,2,525,2,2,2,0,28,0,0,0,0,0,1,2008,148000
"474",2,1,14977,1,1,1,1,2,1,1,3,1,8,5,2006,2007,2,2,2,2,2,2,1,3,2,1350,1,0,626,1976,2,2,2,1976,0,0,1976,0,2,0,2,1,2,7,2,1,2,2006,2,3,908,2,2,2,250,63,0,0,0,0,0,1,2007,440000
"475",2,1,5330,1,1,1,1,2,1,1,2,1,8,5,2000,2000,1,1,1,2,2,2,1,2,2,1196,1,0,298,1494,2,2,2,1652,0,0,1652,0,2,0,2,1,2,6,2,0,2,2000,2,2,499,2,2,2,96,48,0,0,0,0,0,1,2007,251000
"476",2,1,8480,1,1,1,1,2,1,1,3,1,5,6,1963,1963,1,1,1,2,2,1,1,1,2,630,1,0,340,970,2,2,2,970,0,0,970,0,1,0,2,1,2,5,2,0,2,1996,1,2,624,2,2,2,0,24,0,0,192,0,0,1,2007,132500
"477",2,1,13125,1,1,1,1,2,1,1,3,1,6,5,1997,1998,2,2,2,2,2,2,1,3,2,994,1,0,484,1478,2,2,2,1493,0,0,1493,0,2,0,3,1,2,7,2,1,2,1997,2,2,508,2,2,2,140,39,0,0,0,0,0,1,2008,208900
"478",2,1,13693,1,1,1,1,2,1,1,3,2,9,5,2006,2006,2,2,2,3,2,2,1,2,1,0,1,0,2153,2153,2,2,2,2069,574,0,2643,0,2,1,3,1,2,9,2,1,2,2006,2,3,694,2,2,2,414,84,0,0,0,0,0,1,2007,380000
"479",2,1,10637,1,1,1,1,2,1,1,3,1,8,5,2007,2008,2,2,2,2,2,2,1,3,2,1288,1,0,417,1705,2,2,2,1718,0,0,1718,0,2,0,3,1,2,7,2,1,2,2007,2,3,826,2,2,2,208,44,0,0,0,0,0,1,2009,297000
"480",1,1,5925,1,1,1,1,2,1,1,3,1,4,7,1937,2000,2,2,2,2,2,1,1,1,2,168,1,0,739,907,2,2,2,1131,0,0,1131,0,1,0,2,1,2,7,2,0,2,1995,1,2,672,2,2,2,0,72,0,0,0,0,0,1,2007,89471
"481",2,1,16033,1,1,1,1,2,1,1,3,1,9,5,2004,2005,2,2,2,2,2,2,1,3,2,1261,1,0,572,1833,2,2,2,1850,0,0,1850,0,2,0,3,1,2,8,2,1,2,2004,2,3,772,2,2,2,519,112,0,0,0,0,0,1,2006,326000
"482",2,1,11846,1,1,1,1,2,1,1,3,1,9,5,2003,2004,2,2,2,2,2,2,1,3,2,1567,1,0,225,1792,2,2,2,1792,0,0,1792,0,2,0,2,1,2,6,2,1,2,2003,2,3,874,2,2,2,206,49,0,0,0,0,0,1,2006,374000
"483",1,1,2500,1,1,1,1,2,1,1,3,2,7,8,1915,2005,2,2,1,2,2,1,1,1,2,299,1,0,611,910,2,2,2,916,910,0,1826,0,1,1,4,1,2,7,2,1,2,1915,1,1,164,2,2,2,0,0,0,0,0,0,0,1,2009,155000
"484",2,1,4500,1,1,1,1,2,1,1,1,1,6,5,1998,1998,2,2,2,2,2,2,1,1,2,897,1,0,319,1216,2,2,2,1216,0,0,1216,0,2,0,2,1,2,5,2,0,2,1998,1,2,402,2,2,2,0,125,0,0,0,0,0,1,2006,164000
"485",2,1,7758,1,1,1,1,2,1,1,3,1,5,7,1962,2001,1,2,1,2,2,1,1,1,2,588,1,0,411,999,2,2,2,999,0,0,999,0,1,0,3,1,2,6,2,0,2,1963,1,1,264,2,2,2,0,132,0,0,0,0,0,1,2007,132500
"486",2,1,9600,1,1,1,1,2,1,1,3,1,5,7,1950,2007,1,1,1,2,2,1,1,1,2,607,1,0,506,1113,2,2,2,1113,0,0,1113,0,1,0,3,1,2,5,2,1,2,1950,1,1,264,2,2,2,0,80,120,0,0,0,0,1,2009,147000
"487",2,1,10289,1,1,1,1,2,1,1,3,1,5,7,1965,1965,1,1,2,2,2,1,1,1,2,836,1,0,237,1073,2,2,2,1073,0,0,1073,0,1,1,3,1,2,6,2,0,2,1965,2,2,515,2,2,2,0,0,0,0,0,0,0,1,2007,156000
"488",2,1,12243,1,1,1,1,2,1,1,3,1,5,6,1971,1971,2,2,1,2,2,2,1,2,2,998,1,0,486,1484,2,2,2,1484,0,0,1484,0,2,0,3,1,2,7,2,1,2,1971,1,2,487,2,2,2,224,0,0,0,180,0,0,1,2007,175000
"489",2,1,10800,1,1,1,1,2,1,1,2,1,5,4,1900,1970,1,1,1,2,2,1,1,1,2,664,1,0,290,954,2,2,1,1766,648,0,2414,0,2,0,3,2,2,10,2,1,2,1970,1,2,520,2,2,1,142,0,0,0,0,0,0,1,2006,160000
"490",2,1,1526,1,1,1,1,2,1,1,1,1,4,8,1970,2002,1,1,1,2,2,2,1,2,2,515,1,0,115,630,2,2,2,630,0,0,630,0,1,0,1,1,2,3,2,0,2,1970,1,1,286,2,2,2,0,0,0,0,0,0,0,1,2009,86000
